Quarter of Date,Name,Avg. Rating,Max. Rating,WC
1993 Q4,Viswanathan Anand,2778,2778,
1993 Q4,Vladimir Kramnik,2761,2761,
1994 Q1,Garry Kasparov,2864,2864,
1994 Q1,Anatoly Karpov,2800,2800,
1994 Q1,Viswanathan Anand,2780,2780,
1994 Q1,Vassily Ivanchuk,2779,2779,
1994 Q1,Vladimir Kramnik,2764,2764,
1994 Q2,Garry Kasparov,2864,2864,
1994 Q2,Anatoly Karpov,2820,2820,
1994 Q2,Viswanathan Anand,2781,2781,
1994 Q2,Vassily Ivanchuk,2770,2770,
1994 Q2,Vladimir Kramnik,2766,2766,
1994 Q3,Garry Kasparov,2862,2862,
1994 Q3,Anatoly Karpov,2822,2822,
1994 Q3,Viswanathan Anand,2786,2786,
1994 Q3,Vassily Ivanchuk,2777,2777,
1994 Q3,Vladimir Kramnik,2760,2760,
1994 Q4,Garry Kasparov,2865,2865,
1994 Q4,Anatoly Karpov,2814,2814,
1994 Q4,Viswanathan Anand,2792,2792,
1994 Q4,Vassily Ivanchuk,2784,2784,
1994 Q4,Vladimir Kramnik,2759,2759,
1995 Q1,Garry Kasparov,2853,2853,
1995 Q1,Anatoly Karpov,2807,2807,
1995 Q1,Viswanathan Anand,2796,2796,
1995 Q1,Vassily Ivanchuk,2781,2781,
1995 Q1,Vladimir Kramnik,2764,2764,
1995 Q2,Garry Kasparov,2845,2845,
1995 Q2,Anatoly Karpov,2813,2813,
1995 Q2,Viswanathan Anand,2802,2802,
1995 Q2,Vassily Ivanchuk,2791,2791,
1995 Q2,Vladimir Kramnik,2761,2761,
1995 Q3,Garry Kasparov,2847,2847,
1995 Q3,Anatoly Karpov,2811,2811,
1995 Q3,Viswanathan Anand,2807,2807,
1995 Q3,Vassily Ivanchuk,2793,2793,
1995 Q3,Vladimir Kramnik,2762,2762,
1995 Q4,Garry Kasparov,2843,2843,
1995 Q4,Anatoly Karpov,2816,2816,
1995 Q4,Viswanathan Anand,2809,2809,
1995 Q4,Vassily Ivanchuk,2789,2789,
1995 Q4,Vladimir Kramnik,2776,2776,
1996 Q1,Garry Kasparov,2831,2831,
1996 Q1,Anatoly Karpov,2815,2815,
1996 Q1,Viswanathan Anand,2800,2800,
1996 Q1,Vladimir Kramnik,2788,2788,
1996 Q1,Vassily Ivanchuk,2784,2784,
1996 Q2,Garry Kasparov,2830,2830,
1996 Q2,Anatoly Karpov,2805,2805,
1996 Q2,Viswanathan Anand,2797,2797,
1996 Q2,Vassily Ivanchuk,2788,2788,
1996 Q2,Vladimir Kramnik,2781,2781,
1996 Q3,Garry Kasparov,2833,2833,
1996 Q3,Anatoly Karpov,2810,2810,
1996 Q3,Viswanathan Anand,2798,2798,
1996 Q3,Vladimir Kramnik,2789,2789,
1996 Q3,Vassily Ivanchuk,2780,2780,
1996 Q4,Garry Kasparov,2842,2842,
1996 Q4,Anatoly Karpov,2809,2809,
1996 Q4,Viswanathan Anand,2806,2806,
1996 Q4,Vladimir Kramnik,2790,2790,
1996 Q4,Vassily Ivanchuk,2788,2788,
1997 Q1,Garry Kasparov,2850,2850,
1997 Q1,Viswanathan Anand,2810,2810,
1997 Q1,Anatoly Karpov,2795,2795,
1997 Q1,Vladimir Kramnik,2794,2794,
1997 Q1,Vassily Ivanchuk,2784,2784,
1997 Q2,Garry Kasparov,2859,2859,
1997 Q2,Viswanathan Anand,2804,2804,
1997 Q2,Vladimir Kramnik,2801,2801,
1997 Q2,Anatoly Karpov,2792,2792,
1997 Q2,Vassily Ivanchuk,2779,2779,
1997 Q3,Garry Kasparov,2859,2859,
1997 Q3,Viswanathan Anand,2823,2823,
1997 Q3,Vladimir Kramnik,2810,2810,
1997 Q3,Anatoly Karpov,2784,2784,
1997 Q3,Vassily Ivanchuk,2777,2777,
1997 Q4,Garry Kasparov,2863,2863,
1997 Q4,Viswanathan Anand,2825,2825,
1997 Q4,Vladimir Kramnik,2822,2822,
1997 Q4,Anatoly Karpov,2777,2777,
1997 Q4,Vassily Ivanchuk,2776,2776,
1998 Q1,Garry Kasparov,2861,2861,
1998 Q1,Viswanathan Anand,2830,2830,
1998 Q1,Vladimir Kramnik,2815,2815,
1998 Q1,Vassily Ivanchuk,2775,2775,
1998 Q1,Anatoly Karpov,2767,2767,
1998 Q2,Garry Kasparov,2854,2854,
1998 Q2,Viswanathan Anand,2833,2833,
1998 Q2,Vladimir Kramnik,2818,2818,
1998 Q2,Vassily Ivanchuk,2768,2768,
1998 Q2,Anatoly Karpov,2761,2761,
1998 Q3,Garry Kasparov,2850,2850,
1998 Q3,Viswanathan Anand,2827,2827,
1998 Q3,Vladimir Kramnik,2808,2808,
1998 Q3,Vassily Ivanchuk,2763,2763,
1998 Q3,Anatoly Karpov,2754,2754,
1998 Q4,Garry Kasparov,2846,2846,
1998 Q4,Viswanathan Anand,2825,2825,
1998 Q4,Vladimir Kramnik,2810,2810,
1998 Q4,Vassily Ivanchuk,2758,2758,
1998 Q4,Anatoly Karpov,2738,2738,
1999 Q1,Garry Kasparov,2840,2840,
1999 Q1,Viswanathan Anand,2825,2825,
1999 Q1,Vladimir Kramnik,2803,2803,
1999 Q1,Vassily Ivanchuk,2754,2754,
1999 Q1,Anatoly Karpov,2730,2730,
1999 Q2,Garry Kasparov,2876,2876,
1999 Q2,Viswanathan Anand,2832,2832,
1999 Q2,Vladimir Kramnik,2803,2803,
1999 Q2,Vassily Ivanchuk,2750,2750,
1999 Q3,Garry Kasparov,2884,2884,
1999 Q3,Viswanathan Anand,2821,2821,
1999 Q3,Vladimir Kramnik,2802,2802,
1999 Q3,Vassily Ivanchuk,2747,2747,
1999 Q4,Garry Kasparov,2873,2873,
1999 Q4,Viswanathan Anand,2816,2816,
1999 Q4,Vladimir Kramnik,2801,2801,
1999 Q4,Vassily Ivanchuk,2753,2753,
2000 Q1,Garry Kasparov,2868,2868,
2000 Q1,Viswanathan Anand,2810,2810,
2000 Q1,Vladimir Kramnik,2796,2796,
2000 Q1,Vassily Ivanchuk,2746,2746,
2000 Q2,Garry Kasparov,2871,2871,
2000 Q2,Viswanathan Anand,2803,2803,
2000 Q2,Vladimir Kramnik,2801,2801,
2000 Q2,Vassily Ivanchuk,2741,2741,
2000 Q3,Garry Kasparov,2876,2876,
2000 Q3,Viswanathan Anand,2804,2804,
2000 Q3,Vladimir Kramnik,2801,2801,
2000 Q3,Vassily Ivanchuk,2750,2750,
2000 Q4,Garry Kasparov,2871,2871,
2000 Q4,Viswanathan Anand,2808,2808,
2000 Q4,Vladimir Kramnik,2802,2802,
2000 Q4,Vassily Ivanchuk,2750,2750,
2001 Q1,Garry Kasparov,2850,2850,
2001 Q1,Viswanathan Anand,2820,2820,
2001 Q1,Vladimir Kramnik,2815,2815,
2001 Q1,Vassily Ivanchuk,2749,2749,
2001 Q2,Garry Kasparov,2861,2861,
2001 Q2,Viswanathan Anand,2824,2824,
2001 Q2,Vladimir Kramnik,2818,2818,
2001 Q2,Vassily Ivanchuk,2756,2756,
2001 Q3,Garry Kasparov,2862,2862,
2001 Q3,Viswanathan Anand,2823,2823,
2001 Q3,Vladimir Kramnik,2821,2821,
2001 Q3,Vassily Ivanchuk,2754,2754,
2001 Q4,Garry Kasparov,2860,2860,
2001 Q4,Vladimir Kramnik,2826,2826,
2001 Q4,Viswanathan Anand,2804,2804,
2001 Q4,Vassily Ivanchuk,2756,2756,
2002 Q1,Garry Kasparov,2854,2854,
2002 Q1,Vladimir Kramnik,2825,2825,
2002 Q1,Viswanathan Anand,2792,2792,
2002 Q1,Vassily Ivanchuk,2746,2746,
2002 Q2,Garry Kasparov,2854,2854,
2002 Q2,Vladimir Kramnik,2825,2825,
2002 Q2,Viswanathan Anand,2785,2785,
2002 Q2,Vassily Ivanchuk,2740,2740,
2002 Q3,Garry Kasparov,2850,2850,
2002 Q3,Vladimir Kramnik,2822,2822,
2002 Q3,Viswanathan Anand,2782,2782,
2002 Q3,Vassily Ivanchuk,2737,2737,
2002 Q4,Garry Kasparov,2843,2843,
2002 Q4,Vladimir Kramnik,2818,2818,
2002 Q4,Viswanathan Anand,2776,2776,
2002 Q4,Vassily Ivanchuk,2737,2737,
2003 Q1,Garry Kasparov,2852,2852,
2003 Q1,Vladimir Kramnik,2816,2816,
2003 Q1,Viswanathan Anand,2787,2787,
2003 Q2,Garry Kasparov,2833,2833,
2003 Q2,Vladimir Kramnik,2796,2796,
2003 Q2,Viswanathan Anand,2792,2792,
2003 Q3,Garry Kasparov,2824,2824,
2003 Q3,Viswanathan Anand,2788,2788,
2003 Q3,Vladimir Kramnik,2786,2786,
2003 Q4,Garry Kasparov,2823,2823,
2003 Q4,Viswanathan Anand,2779,2779,
2003 Q4,Vladimir Kramnik,2773,2773,
2004 Q1,Garry Kasparov,2814,2814,
2004 Q1,Viswanathan Anand,2776,2776,
2004 Q1,Vladimir Kramnik,2765,2765,
2004 Q1,Vassily Ivanchuk,2731,2731,
2004 Q2,Garry Kasparov,2798,2798,
2004 Q2,Viswanathan Anand,2788,2788,
2004 Q2,Vladimir Kramnik,2758,2758,
2004 Q3,Garry Kasparov,2793,2793,
2004 Q3,Viswanathan Anand,2789,2789,
2004 Q3,Vladimir Kramnik,2759,2759,
2004 Q4,Garry Kasparov,2788,2788,
2004 Q4,Viswanathan Anand,2785,2785,
2004 Q4,Vladimir Kramnik,2758,2758,
2005 Q1,Viswanathan Anand,2795,2795,
2005 Q1,Garry Kasparov,2788,2788,
2005 Q1,Vladimir Kramnik,2751,2751,
2005 Q2,Garry Kasparov,2812,2812,
2005 Q2,Viswanathan Anand,2785,2785,
2005 Q2,Vladimir Kramnik,2753,2753,
2005 Q2,Vassily Ivanchuk,2739,2739,
2005 Q3,Viswanathan Anand,2788,2788,
2005 Q3,Vassily Ivanchuk,2752,2752,
2005 Q3,Vladimir Kramnik,2744,2744,
2005 Q3,Levon Aronian,2724,2724,
2005 Q4,Viswanathan Anand,2788,2788,
2005 Q4,Vassily Ivanchuk,2748,2748,
2005 Q4,Vladimir Kramnik,2739,2739,
2005 Q4,Levon Aronian,2724,2724,
2006 Q1,Viswanathan Anand,2792,2792,
2006 Q1,Levon Aronian,2752,2752,
2006 Q1,Vladimir Kramnik,2741,2741,
2006 Q1,Vassily Ivanchuk,2729,2729,
2006 Q2,Viswanathan Anand,2803,2803,
2006 Q2,Levon Aronian,2756,2756,
2006 Q2,Vassily Ivanchuk,2731,2731,
2006 Q2,Vladimir Kramnik,2729,2729,
2006 Q3,Viswanathan Anand,2779,2779,
2006 Q3,Levon Aronian,2761,2761,
2006 Q3,Vladimir Kramnik,2743,2743,
2006 Q3,Vassily Ivanchuk,2734,2734,
2006 Q4,Viswanathan Anand,2779,2779,
2006 Q4,Vladimir Kramnik,2750,2750,
2006 Q4,Vassily Ivanchuk,2741,2741,
2006 Q4,Levon Aronian,2741,2741,
2007 Q1,Viswanathan Anand,2779,2779,
2007 Q1,Vladimir Kramnik,2766,2766,
2007 Q1,Vassily Ivanchuk,2750,2750,
2007 Q1,Levon Aronian,2744,2744,
2007 Q2,Viswanathan Anand,2786,2786,
2007 Q2,Vladimir Kramnik,2772,2772,
2007 Q2,Levon Aronian,2759,2759,
2007 Q3,Viswanathan Anand,2792,2792,
2007 Q3,Vladimir Kramnik,2769,2769,
2007 Q3,Vassily Ivanchuk,2762,2762,
2007 Q3,Levon Aronian,2750,2750,
2007 Q4,Viswanathan Anand,2801,2801,
2007 Q4,Vassily Ivanchuk,2787,2787,
2007 Q4,Vladimir Kramnik,2785,2785,
2007 Q4,Levon Aronian,2741,2741,
2008 Q1,Vladimir Kramnik,2799,2799,
2008 Q1,Viswanathan Anand,2799,2799,
2008 Q1,Vassily Ivanchuk,2751,2751,
2008 Q1,Levon Aronian,2739,2739,
2008 Q2,Viswanathan Anand,2803,2803,
2008 Q2,Vladimir Kramnik,2788,2788,
2008 Q2,Magnus Carlsen,2765,2765,
2008 Q2,Levon Aronian,2763,2763,
2008 Q3,Viswanathan Anand,2798,2798,
2008 Q3,Vladimir Kramnik,2788,2788,
2008 Q3,Vassily Ivanchuk,2781,2781,
2008 Q3,Magnus Carlsen,2775,2775,
2008 Q4,Vassily Ivanchuk,2786,2786,
2008 Q4,Magnus Carlsen,2786,2786,
2008 Q4,Viswanathan Anand,2783,2783,
2008 Q4,Vladimir Kramnik,2772,2772,
2008 Q4,Levon Aronian,2757,2757,
2009 Q1,Viswanathan Anand,2791,2791,
2009 Q1,Vassily Ivanchuk,2779,2779,
2009 Q1,Magnus Carlsen,2776,2776,
2009 Q1,Vladimir Kramnik,2759,2759,
2009 Q2,Viswanathan Anand,2783,2783,
2009 Q2,Magnus Carlsen,2770,2770,
2009 Q2,Vladimir Kramnik,2759,2759,
2009 Q2,Levon Aronian,2754,2754,
2009 Q3,Viswanathan Anand,2788,2788,
2009 Q3,Magnus Carlsen,2772,2772,
2009 Q3,Levon Aronian,2768,2768,
2009 Q3,Vladimir Kramnik,2759,2759,
2009 Q4,Viswanathan Anand,2788,2788,
2009 Q4,Levon Aronian,2773,2773,
2009 Q4,Vladimir Kramnik,2772,2772,
2009 Q4,Magnus Carlsen,2772,2772,
2009 Q4,Vassily Ivanchuk,2756,2756,
2010 Q1,Magnus Carlsen,2810,2810,
2010 Q1,Viswanathan Anand,2790,2790,
2010 Q1,Vladimir Kramnik,2788,2788,
2010 Q1,Levon Aronian,2781,2781,
2010 Q1,Vassily Ivanchuk,2749,2749,
2010 Q2,Magnus Carlsen,2813,2813,
2010 Q2,Vladimir Kramnik,2790,2790,
2010 Q2,Viswanathan Anand,2787,2787,
2010 Q2,Levon Aronian,2782,2782,
2010 Q3,Magnus Carlsen,2826,2826,
2010 Q3,Viswanathan Anand,2800,2800,
2010 Q3,Vladimir Kramnik,2790,2790,
2010 Q3,Levon Aronian,2783,2783,
2010 Q4,Magnus Carlsen,2826,2826,
2010 Q4,Viswanathan Anand,2800,2800,
2010 Q4,Levon Aronian,2783,2783,
2010 Q4,Vladimir Kramnik,2780,2780,
2010 Q4,Vassily Ivanchuk,2754,2754,
2011 Q1,Magnus Carlsen,2814,2814,
2011 Q1,Viswanathan Anand,2810,2810,
2011 Q1,Levon Aronian,2805,2805,
2011 Q1,Vladimir Kramnik,2784,2784,
2011 Q1,Vassily Ivanchuk,2764,2764,
2011 Q2,Viswanathan Anand,2817,2817,
2011 Q2,Magnus Carlsen,2815,2815,
2011 Q2,Levon Aronian,2808,2808,
2011 Q2,Vladimir Kramnik,2785,2785,
2011 Q2,Vassily Ivanchuk,2779,2779,
2011 Q3,Magnus Carlsen,2821,2821,
2011 Q3,Viswanathan Anand,2817,2817,
2011 Q3,Levon Aronian,2805,2805,
2011 Q3,Vladimir Kramnik,2781,2781,
2011 Q3,Vassily Ivanchuk,2768,2768,
2011 Q4,Magnus Carlsen,2823,2823,
2011 Q4,Viswanathan Anand,2817,2817,
2011 Q4,Levon Aronian,2807,2807,
2011 Q4,Vladimir Kramnik,2791,2791,
2011 Q4,Vassily Ivanchuk,2765,2765,
2012 Q1,Magnus Carlsen,2835,2835,
2012 Q1,Levon Aronian,2805,2805,
2012 Q1,Vladimir Kramnik,2801,2801,
2012 Q1,Viswanathan Anand,2799,2799,
2012 Q1,Vassily Ivanchuk,2766,2766,
2012 Q2,Magnus Carlsen,2835,2835,
2012 Q2,Levon Aronian,2820,2820,
2012 Q2,Vladimir Kramnik,2801,2801,
2012 Q2,Viswanathan Anand,2799,2799,
2012 Q2,Fabiano Caruana,2767,2767,
2012 Q2,Vassily Ivanchuk,2764,2764,
2012 Q3,Magnus Carlsen,2837,2837,
2012 Q3,Levon Aronian,2816,2816,
2012 Q3,Vladimir Kramnik,2799,2799,
2012 Q3,Viswanathan Anand,2780,2780,
2012 Q3,Fabiano Caruana,2775,2775,
2012 Q3,Vassily Ivanchuk,2769,2769,
2012 Q4,Magnus Carlsen,2843,2843,
2012 Q4,Levon Aronian,2816,2816,
2012 Q4,Vladimir Kramnik,2797,2797,
2012 Q4,Viswanathan Anand,2780,2780,
2012 Q4,Fabiano Caruana,2773,2773,
2012 Q4,Vassily Ivanchuk,2769,2769,
2013 Q1,Magnus Carlsen,2861,2861,
2013 Q1,Vladimir Kramnik,2810,2810,
2013 Q1,Levon Aronian,2802,2802,
2013 Q1,Fabiano Caruana,2781,2781,
2013 Q1,Viswanathan Anand,2772,2772,
2013 Q2,Magnus Carlsen,2872,2872,
2013 Q2,Vladimir Kramnik,2810,2810,
2013 Q2,Levon Aronian,2809,2809,
2013 Q2,Viswanathan Anand,2784,2784,
2013 Q3,Magnus Carlsen,2864,2864,
2013 Q3,Levon Aronian,2813,2813,
2013 Q3,Vladimir Kramnik,2803,2803,
2013 Q3,Viswanathan Anand,2786,2786,
2013 Q3,Fabiano Caruana,2774,2774,
2013 Q4,Magnus Carlsen,2870,2870,
2013 Q4,Vladimir Kramnik,2796,2796,
2013 Q4,Levon Aronian,2795,2795,
2013 Q4,Fabiano Caruana,2779,2779,
2013 Q4,Viswanathan Anand,2775,2775,
2014 Q1,Magnus Carlsen,2872,2872,
2014 Q1,Levon Aronian,2812,2812,
2014 Q1,Vladimir Kramnik,2787,2787,
2014 Q1,Fabiano Caruana,2782,2782,
2014 Q1,Viswanathan Anand,2773,2773,
2014 Q2,Magnus Carlsen,2881,2881,
2014 Q2,Levon Aronian,2812,2812,
2014 Q2,Viswanathan Anand,2785,2785,
2014 Q2,Vladimir Kramnik,2783,2783,
2014 Q2,Fabiano Caruana,2783,2783,
2014 Q3,Magnus Carlsen,2877,2877,
2014 Q3,Levon Aronian,2805,2805,
2014 Q3,Fabiano Caruana,2789,2789,
2014 Q3,Viswanathan Anand,2785,2785,
2014 Q3,Vladimir Kramnik,2777,2777,
2014 Q4,Magnus Carlsen,2863,2863,
2014 Q4,Fabiano Caruana,2844,2844,
2014 Q4,Levon Aronian,2793,2793,
2014 Q4,Viswanathan Anand,2785,2785,
2015 Q1,Magnus Carlsen,2862,2862,
2015 Q1,Fabiano Caruana,2820,2820,
2015 Q1,Levon Aronian,2797,2797,
2015 Q1,Viswanathan Anand,2797,2797,
2015 Q1,Vladimir Kramnik,2783,2783,
2015 Q2,Magnus Carlsen,2863,2863,
2015 Q2,Fabiano Caruana,2802,2802,
2015 Q2,Viswanathan Anand,2791,2791,
2015 Q2,Vladimir Kramnik,2783,2783,
2015 Q2,Levon Aronian,2770,2770,
2015 Q3,Magnus Carlsen,2853,2853,
2015 Q3,Viswanathan Anand,2816,2816,
2015 Q3,Fabiano Caruana,2797,2797,
2015 Q3,Vladimir Kramnik,2783,2783,
2015 Q3,Levon Aronian,2765,2765,
2015 Q4,Magnus Carlsen,2850,2850,
2015 Q4,Viswanathan Anand,2803,2803,
2015 Q4,Fabiano Caruana,2796,2796,
2015 Q4,Levon Aronian,2784,2784,
2015 Q4,Vladimir Kramnik,2777,2777,
2016 Q1,Magnus Carlsen,2844,2844,
2016 Q1,Vladimir Kramnik,2801,2801,
2016 Q1,Levon Aronian,2792,2792,
2016 Q1,Fabiano Caruana,2787,2787,
2016 Q1,Viswanathan Anand,2784,2784,
2016 Q2,Magnus Carlsen,2851,2851,
2016 Q2,Vladimir Kramnik,2801,2801,
2016 Q2,Fabiano Caruana,2795,2795,
2016 Q2,Levon Aronian,2784,2784,
2016 Q3,Magnus Carlsen,2855,2855,
2016 Q3,Vladimir Kramnik,2812,2812,
2016 Q3,Fabiano Caruana,2810,2810,
2016 Q3,Levon Aronian,2792,2792,
2016 Q3,Viswanathan Anand,2770,2770,
2016 Q4,Magnus Carlsen,2853,2853,
2016 Q4,Vladimir Kramnik,2817,2817,
2016 Q4,Fabiano Caruana,2813,2813,
2016 Q4,Levon Aronian,2795,2795,
2016 Q4,Viswanathan Anand,2776,2776,
2017 Q1,Magnus Carlsen,2840,2840,
2017 Q1,Fabiano Caruana,2827,2827,
2017 Q1,Vladimir Kramnik,2811,2811,
2017 Q1,Viswanathan Anand,2786,2786,
2017 Q1,Levon Aronian,2780,2780,
2017 Q2,Magnus Carlsen,2838,2838,
2017 Q2,Fabiano Caruana,2817,2817,
2017 Q2,Vladimir Kramnik,2811,2811,
2017 Q2,Viswanathan Anand,2786,2786,
2017 Q2,Levon Aronian,2774,2774,
2017 Q3,Magnus Carlsen,2822,2822,
2017 Q3,Vladimir Kramnik,2812,2812,
2017 Q3,Levon Aronian,2809,2809,
2017 Q3,Fabiano Caruana,2807,2807,
2017 Q3,Viswanathan Anand,2783,2783,
2017 Q4,Magnus Carlsen,2826,2826,
2017 Q4,Levon Aronian,2801,2801,
2017 Q4,Vladimir Kramnik,2794,2794,
2017 Q4,Fabiano Caruana,2784,2784,
2017 Q4,Viswanathan Anand,2783,2783,
2018 Q1,Magnus Carlsen,2843,2843,
2018 Q1,Shakhriyar Mamedyarov,2809,2809,
2018 Q1,Vladimir Kramnik,2800,2800,
2018 Q1,Wesley So,2799,2799,
2018 Q1,Levon Aronian,2794,2794,
2018 Q2,Magnus Carlsen,2843,2843,
2018 Q2,Fabiano Caruana,2816,2816,
2018 Q2,Shakhriyar Mamedyarov,2808,2808,
2018 Q2,Liren Ding,2798,2798,
2018 Q2,Vladimir Kramnik,2792,2792,
2018 Q3,Magnus Carlsen,2839,2839,
2018 Q3,Fabiano Caruana,2827,2827,
2018 Q3,Shakhriyar Mamedyarov,2820,2820,
2018 Q3,Liren Ding,2804,2804,
2018 Q3,Maxime Vachier-Lagrave,2780,2780,
2018 Q4,Magnus Carlsen,2835,2835,
2018 Q4,Fabiano Caruana,2832,2832,
2018 Q4,Shakhriyar Mamedyarov,2817,2817,
2018 Q4,Liren Ding,2813,2813,
2018 Q4,Anish Giri,2783,2783,
2019 Q1,Magnus Carlsen,2845,2845,
2019 Q1,Fabiano Caruana,2828,2828,
2019 Q1,Liren Ding,2812,2812,
2019 Q1,Anish Giri,2797,2797,
2019 Q1,Shakhriyar Mamedyarov,2790,2790,
2019 Q2,Magnus Carlsen,2875,2875,
2019 Q2,Fabiano Caruana,2819,2819,
2019 Q2,Liren Ding,2805,2805,
2019 Q2,Maxime Vachier-Lagrave,2779,2779,
2019 Q2,Anish Giri,2779,2779,
2019 Q3,Magnus Carlsen,2876,2876,
2019 Q3,Fabiano Caruana,2812,2812,
2019 Q3,Liren Ding,2811,2811,
2019 Q3,Anish Giri,2780,2780,
2019 Q3,ian Nepomniachtchi,2776,2776,
2019 Q4,Magnus Carlsen,2872,2872,
2019 Q4,Fabiano Caruana,2822,2822,
2019 Q4,Liren Ding,2801,2801,
2019 Q4,Maxime Vachier-Lagrave,2780,2780,
2019 Q4,Alexander Grischuk,2777,2777,
2020 Q1,Magnus Carlsen,2862,2862,
2020 Q1,Fabiano Caruana,2842,2842,
2020 Q1,Liren Ding,2805,2805,
2020 Q1,Alexander Grischuk,2777,2777,
2020 Q1,ian Nepomniachtchi,2774,2774,
2020 Q2,Magnus Carlsen,2862,2862,
2020 Q2,Fabiano Caruana,2842,2842,
2020 Q2,Liren Ding,2805,2805,
2020 Q2,Alexander Grischuk,2777,2777,
2020 Q2,ian Nepomniachtchi,2774,2774,
2020 Q3,Magnus Carlsen,2863,2863,
2020 Q3,Fabiano Caruana,2835,2835,
2020 Q3,Liren Ding,2791,2791,
2020 Q3,ian Nepomniachtchi,2784,2784,
2020 Q3,Maxime Vachier-Lagrave,2778,2778,
2020 Q4,Magnus Carlsen,2862,2862,
2020 Q4,Fabiano Caruana,2823,2823,
2020 Q4,Liren Ding,2791,2791,
2020 Q4,ian Nepomniachtchi,2784,2784,
2020 Q4,Maxime Vachier-Lagrave,2784,2784,
2021 Q1,Magnus Carlsen,2847,2847,
2021 Q1,Fabiano Caruana,2820,2820,
2021 Q1,Liren Ding,2791,2791,
2021 Q1,ian Nepomniachtchi,2789,2789,
2021 Q1,Levon Aronian,2781,2781,
2021 Q2,Magnus Carlsen,2847,2847,
2021 Q2,Fabiano Caruana,2820,2820,
2021 Q2,Liren Ding,2799,2799,
2021 Q2,ian Nepomniachtchi,2792,2792,
2021 Q2,Levon Aronian,2781,2781,
2021 Q3,Magnus Carlsen,2855,2855,
2021 Q3,Fabiano Caruana,2800,2800,
2021 Q3,Liren Ding,2799,2799,
2021 Q3,ian Nepomniachtchi,2792,2792,
2021 Q3,Levon Aronian,2782,2782,
2021 Q4,Magnus Carlsen,2856,2856,
2021 Q4,Alireza Firouzja,2804,2804,
2021 Q4,Liren Ding,2799,2799,
2021 Q4,Fabiano Caruana,2792,2792,
2021 Q4,ian Nepomniachtchi,2782,2782,
